1,1,28790
1,2,28790
1,3,35990
1,4,35990
1,5,35990
1,6,28790
1,7,28790
1,8,28790
1,9,35990
1,10,35990
1,11,39590
1,12,43190
1,13,43190
1,14,43190
1,15,43190
1,16,43190
1,17,43190
1,18,43190
1,19,43190
1,20,43190
1,21,43190
1,22,43190
1,23,43190
1,24,43190
1,25,43190
1,26,43190
1,27,35990
1,28,35990
1,29,35990
1,30,35990
1,31,35990
1,32,35990
1,33,35990
1,34,35990
1,35,35990
1,36,43190
1,37,43190
1,38,43190
1,39,35990
1,40,35990
1,41,35990
1,42,35990
1,43,35990
1,44,35990
1,45,35990
1,46,35990
1,47,35990
1,48,35990
1,49,43190
1,50,43190
1,51,50390
1,52,43190
1,53,28790
2,1,18390
2,2,18390
2,3,22990
2,4,22990
2,5,22990
2,6,18390
2,7,18390
2,8,18390
2,9,22990
2,10,22990
2,11,25290
2,12,27590
2,13,27590
2,14,27590
2,15,27590
2,16,27590
2,17,27590
2,18,27590
2,19,27590
2,20,27590
2,21,27590
2,22,27590
2,23,27590
2,24,27590
2,25,27590
2,26,27590
2,27,22990
2,28,22990
2,29,22990
2,30,22990
2,31,22990
2,32,22990
2,33,22990
2,34,22990
2,35,22990
2,36,27590
2,37,27590
2,38,27590
2,39,22990
2,40,22990
2,41,22990
2,42,22990
2,43,22990
2,44,22990
2,45,22990
2,46,22990
2,47,22990
2,48,22990
2,49,27590
2,50,27590
2,51,32190
2,52,27590
2,53,18390
3,1,30390
3,2,30390
3,3,37990
3,4,37990
3,5,37990
3,6,30390
3,7,30390
3,8,30390
3,9,37990
3,10,37990
3,11,41790
3,12,45590
3,13,45590
3,14,45590
3,15,45590
3,16,45590
3,17,45590
3,18,45590
3,19,45590
3,20,45590
3,21,45590
3,22,45590
3,23,45590
3,24,45590
3,25,45590
3,26,45590
3,27,37990
3,28,37990
3,29,37990
3,30,37990
3,31,37990
3,32,37990
3,33,37990
3,34,37990
3,35,37990
3,36,45590
3,37,45590
3,38,45590
3,39,37990
3,40,37990
3,41,37990
3,42,37990
3,43,37990
3,44,37990
3,45,37990
3,46,37990
3,47,37990
3,48,37990
3,49,45590
3,50,45590
3,51,53190
3,52,45590
3,53,30390
4,1,55990
4,2,55990
4,3,69990
4,4,69990
4,5,69990
4,6,55990
4,7,55990
4,8,55990
4,9,69990
4,10,69990
4,11,76990
4,12,83990
4,13,83990
4,14,83990
4,15,83990
4,16,83990
4,17,83990
4,18,83990
4,19,83990
4,20,83990
4,21,83990
4,22,83990
4,23,83990
4,24,83990
4,25,83990
4,26,83990
4,27,69990
4,28,69990
4,29,69990
4,30,69990
4,31,69990
4,32,69990
4,33,69990
4,34,69990
4,35,69990
4,36,83990
4,37,83990
4,38,83990
4,39,69990
4,40,69990
4,41,69990
4,42,69990
4,43,69990
4,44,69990
4,45,69990
4,46,69990
4,47,69990
4,48,69990
4,49,83990
4,50,83990
4,51,97990
4,52,83990
4,53,55990
5,1,24790
5,2,24790
5,3,30990
5,4,30990
5,5,30990
5,6,24790
5,7,24790
5,8,24790
5,9,30990
5,10,30990
5,11,39590
5,12,37190
5,13,37190
5,14,37190
5,15,37190
5,16,37190
5,17,37190
5,18,37190
5,19,37190
5,20,37190
5,21,37190
5,22,37190
5,23,37190
5,24,37190
5,25,37190
5,26,37190
5,27,30990
5,28,30990
5,29,30990
5,30,30990
5,31,30990
5,32,30990
5,33,30990
5,34,30990
5,35,30990
5,36,37190
5,37,37190
5,38,37190
5,39,30990
5,40,30990
5,41,30990
5,42,30990
5,43,30990
5,44,30990
5,45,30990
5,46,30990
5,47,30990
5,48,30990
5,49,37190
5,50,37190
5,51,43390
5,52,37190
5,53,24790
6,1,49590
6,2,49590
6,3,61990
6,4,61990
6,5,61990
6,6,49590
6,7,49590
6,8,49590
6,9,61990
6,10,61990
6,11,68190
6,12,74390
6,13,74390
6,14,74390
6,15,74390
6,16,74390
6,17,74390
6,18,74390
6,19,74390
6,20,74390
6,21,74390
6,22,74390
6,23,74390
6,24,74390
6,25,74390
6,26,74390
6,27,61990
6,28,61990
6,29,61990
6,30,61990
6,31,61990
6,32,61990
6,33,61990
6,34,61990
6,35,61990
6,36,74390
6,37,74390
6,38,74390
6,39,61990
6,40,61990
6,41,61990
6,42,61990
6,43,61990
6,44,61990
