1,1,28790
1,2,28790
1,3,35990
1,4,35990
1,5,35990
1,6,28790
1,7,28790
1,8,28790
1,9,35990
1,10,35990
1,11,39590
1,12,43190
1,13,43190
1,14,43190
1,15,43190
1,16,43190
1,17,43190
1,18,43190
1,19,43190
1,20,43190
1,21,43190
1,22,43190
1,23,43190
1,24,43190
1,25,43190
1,26,43190
1,27,35990
1,28,35990
1,29,35990
1,30,35990
1,31,35990
1,32,35990
1,33,35990
1,34,35990
1,35,35990
1,36,43190
1,37,43190
1,38,43190
1,39,35990
1,40,35990
1,41,35990
1,42,35990
1,43,35990
1,44,35990
1,45,35990
1,46,35990
1,47,35990
1,48,35990
1,49,43190
1,50,43190
1,51,50390
1,52,43190
1,53,28790
2,1,20790
2,2,20790
2,3,25990
2,4,25990
2,5,25990
2,6,20790
2,7,20790
2,8,20790
2,9,25990
2,10,25990
2,11,28590
2,12,31190
2,13,31190
2,14,31190
2,15,31190
2,16,31190
2,17,31190
2,18,31190
2,19,31190
2,20,31190
2,21,31190
2,22,31190
2,23,31190
2,24,31190
2,25,31190
2,26,31190
2,27,25990
2,28,25990
2,29,25990
2,30,25990
2,31,25990
2,32,25990
2,33,25990
2,34,25990
2,35,25990
2,36,31190
2,37,31190
2,38,31190
2,39,25990
2,40,25990
2,41,25990
2,42,25990
2,43,25990
2,44,25990
2,45,25990
2,46,25990
2,47,25990
2,48,25990
2,49,31190
2,50,31190
2,51,36390
2,52,31190
2,53,20790
3,1,31990
3,2,31990
3,3,39990
3,4,39990
3,5,39990
3,6,31990
3,7,31990
3,8,31990
3,9,39990
3,10,39990
3,11,43990
3,12,47990
3,13,47990
3,14,47990
3,15,47990
3,16,47990
3,17,47990
3,18,47990
3,19,47990
3,20,47990
3,21,47990
3,22,47990
3,23,47990
3,24,47990
3,25,47990
3,26,47990
3,27,39990
3,28,39990
3,29,39990
3,30,39990
3,31,39990
3,32,39990
3,33,39990
3,34,39990
3,35,39990
3,36,47990
3,37,47990
3,38,47990
3,39,39990
3,40,39990
3,41,39990
3,42,39990
3,43,39990
3,44,39990
3,45,39990
3,46,39990
3,47,39990
3,48,39990
3,49,47990
3,50,47990
3,51,55990
3,52,47990
3,53,31990
4,1,52790
4,2,52790
4,3,65990
4,4,65990
4,5,65990
4,6,52790
4,7,52790
4,8,52790
4,9,65990
4,10,65990
4,11,72590
4,12,79190
4,13,79190
4,14,79190
4,15,79190
4,16,79190
4,17,79190
4,18,79190
4,19,79190
4,20,79190
4,21,79190
4,22,79190
4,23,79190
4,24,79190
4,25,79190
4,26,79190
4,27,65990
4,28,65990
4,29,65990
4,30,65990
4,31,65990
4,32,65990
4,33,65990
4,34,65990
4,35,65990
4,36,79190
4,37,79190
4,38,79190
4,39,65990
4,40,65990
4,41,65990
4,42,65990
4,43,65990
4,44,65990
4,45,65990
4,46,65990
4,47,65990
4,48,65990
4,49,79190
4,50,79190
4,51,92390
4,52,79190
4,53,52790
5,1,25590
5,2,25590
5,3,31990
5,4,31990
5,5,31990
5,6,25590
5,7,25590
5,8,25590
5,9,31990
5,10,31990
5,11,35190
5,12,38390
5,13,38390
5,14,38390
5,15,38390
5,16,38390
5,17,38390
5,18,38390
5,19,38390
5,20,38390
5,21,38390
5,22,38390
5,23,38390
5,24,38390
5,25,38390
5,26,38390
5,27,31990
5,28,31990
5,29,31990
5,30,31990
5,31,31990
5,32,31990
5,33,31990
5,34,31990
5,35,31990
5,36,38390
5,37,38390
5,38,38390
5,39,31990
5,40,31990
5,41,31990
5,42,31990
5,43,31990
5,44,31990
5,45,31990
5,46,31990
5,47,31990
5,48,31990
5,49,38390
5,50,38390
5,51,44790
5,52,38390
5,53,25590
6,1,44800
6,2,44800
6,3,56000
6,4,56000
6,5,56000
6,6,44800
6,7,44800
6,8,44800
6,9,56000
6,10,56000
6,11,61600
6,12,67200
6,13,67200
6,14,67200
6,15,67200
6,16,67200
6,17,67200
6,18,67200
6,19,67200
6,20,67200
6,21,67200
6,22,67200
6,23,67200
6,24,67200
6,25,67200
6,26,67200
6,27,56000
6,28,56000
6,29,56000
6,30,56000
6,31,56000
6,32,56000
6,33,56000
6,34,56000
6,35,56000
6,36,67200
6,37,67200
6,38,67200
6,39,56000
6,40,56000
6,41,56000
6,42,56000
6,43,56000
6,44,56000
